求人ID,自社ID,賞与,給与,仕事内容
103010,,4月スタート★正社員募集！名古屋市緑区の認可★綺麗で広々とした園舎★年間休日114日★N10071881,"月給 159000円 ～ ","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度  資格手当"
103011,,4月勤務開始★認可★保育士★正職員★大野城市★まどか号「東コミセン入口」徒歩１分★O10071924,"月給 159297円 ～ 228307円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度  給食あり  残業手当"
103012,,糟屋郡志免町★認可保育園★定員180名★正規職員★5歳児クラス担任♪O10071993,"月給 160400円 ～ 196400円","
交通費支給  社会保険完備  住宅手当"
103013,,4月スタート★保育士★正社員★神戸市北区★病院内保育園★充実の社員教育♪研修制度充実★O10071299,"月給 162000円 ～ ","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  退職金制度  再雇用制度  研修制度  夜勤手当  残業手当  資格手当  育児休暇あり"
103014,,【病院内保育園★正社員】相川駅徒歩8分★充実した社員教育・研修あり♪安心の企業保育園♪O10071209,"月給 162000円 ～ ","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  退職金制度  研修制度  夜勤手当  残業手当  資格手当  育児休暇あり"
103015,,2015年4月～★人気の幼稚園教諭★正社員★平塚市★遊び生活中心の園★マイカー通勤可★Y10071200,"月給 162000円 ～ 180000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度"
103016,,【幼稚園教諭★常勤】廿日市市★幼保連携型認定こども園★年間休日120日★土日祝休★H10071573,"月給 163000円 ～ ","
交通費支給  社会保険完備"
103017,,上野毛駅徒歩3分★4月スタート★幼稚園教諭★賞与5ヶ月★時間固定★体育が盛んな園です★G10071366,"月給 164000円 ～ ","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度  給食あり  皆勤手当"
103018,,飯塚市★保育士★臨時職員★平成27年度４月スタート★正職員への登用ありO10071626,"月給 165000円 ～ 170000円","
交通費支給  社会保険完備  賞与  給食あり  住宅手当"
103019,,京成線千葉中央駅から徒歩1分★定員54名の小規模園★和気あいあいとしてます♪C10072007,"月給 165000円 ～ 180000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度  再雇用制度  残業手当"
103020,,南大沢駅徒歩8分★事業所内保育★オープニングスタッフ★土日祝休★少人数アットホーム★G10072026,"月給 166000円 ～ 186000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  研修制度  残業手当  資格手当  育児休暇あり"
103021,,"平塚駅徒歩3分★認可保育園★月給167,000円～★賞与実績3ヶ月★車での通勤もOK★Y10071283","月給 167000円 ～ 176500円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  残業手当  資格手当"
103022,,4月スタート★新座エリア★社会福祉法人認可保育園★子ども中心の保育方針♪有給消化率高★G10072261,"月給 168100円 ～ ","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度  給食あり"
103023,,祖師ヶ谷大蔵駅徒歩圏内★認可保育園★賞与昨年3.95ヶ月実績★年間休日124日♪G10071492,"月給 169792円 ～ ","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度  給食あり"
103024,,H27年4月スタート★鶴見駅徒歩5分★認可★新卒・中途どちらも歓迎★賞与4.45ヶ月★Y10071268,"月給 170000円 ～ 180000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度  給食あり  研修制度  残業手当  住宅手当  育児休暇あり"
103025,,4月スタート★京急屏風浦駅徒歩5分★個人立の認可★定員80名★実働8時間のシフト制★Y10071494,"月給 170000円 ～ 220000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度  給食あり  残業手当  住宅手当  育児休暇あり"
103026,,平成27年度保育士正社員募集★尼崎市★0～3歳のみ★家庭的な雰囲気の認可保育園♪O10071270,"月給 170690円 ～ 190250円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給"
103027,,祖師ヶ谷大蔵駅から徒歩10分★4月リニューアルの認証保育園★正規求人★福利厚生充実★G10071726,"月給 170700円 ～ ","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度  給食あり  残業手当  住宅手当  資格手当"
103028,,"4月スタート★名古屋市港区★認可保育園での正社員募集★車通勤可能★土曜月1～2回★N10071099","月給 171044円 ～ ","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度"
103029,,4月スタート★人気の院内保育★保育士★常勤★海老名駅徒歩14分★社会医療法人運営★Y10072308,"月給 171300円 ～ ","
交通費支給  社会保険完備  制服貸与  残業手当  住宅手当"
103030,,【2015年度正社員求人】枚方市の認可保育園★JR藤阪駅よりすぐで通勤便利♪O10071553,"月給 171400円 ～ ","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給"
103031,,朝霞駅★未経験の方も歓迎★研修も充実★賞与昨年度3ヶ月★月給17.3万円～★車通勤可！G10072309,"月給 173000円 ～ ","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  研修制度  住宅手当  資格手当"
103032,,4月スタート★保育士★正規職員★新松戸駅より徒歩3分の認可保育園★賞与実績4か月♪C10072139,"月給 173500円 ～ 263600円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度  給食あり  残業手当  資格手当"
103033,,4月スタート★保育士★常勤★新柏駅徒歩10分の少人数こども園★ぬくもりある雰囲気です♪C10071434,"月給 175000円 ～ 185000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度  給食あり  残業手当  住宅手当  資格手当"
103034,,新年度求人★世田谷区★賞与4.4ヶ月★有休20日★子供たちの自主性を育む認可園です！G10071776,"月給 176000円 ～ 191400円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度  給食あり  住宅手当  育児休暇あり"
103035,,蕨駅徒歩5分★平成27年4月OPEN★認可保育園★のびのびとした保育★月給17万円以上G10071590,"月給 176000円 ～ 196000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  制服貸与  残業手当  育児休暇あり"
103036,,平成27年度新規募集★認可保育園での正社員★地下鉄「椥辻」駅より徒歩約5分★O10072272,"月給 177870円 ～ ","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給"
103037,,世田谷エリア★認可保育園★4月スタート★賞与4ヶ月★もの作り好きなかた歓迎です♪G10071302,"月給 178080円 ～ 195888円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  住宅手当  育児休暇あり"
103038,,東浦和駅徒歩2分★小規模認可園★4月からの正社員求人★賞与4ヶ月★福利厚生充実★G10071163,"月給 180000円 ～ ","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  退職金制度  給食あり  育児休暇あり"
103039,,南浦和駅徒歩4分★来年度正規★残業や持ち帰りなし★月給18万円～★昼食無料♪G10071212,"月給 180000円 ～ 200000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  給食あり  皆勤手当  資格手当  育児休暇あり"
103040,,さいたま市南区★来年度オープニング★持ち帰りなし★小規模園★月給18万円～★昼食無料★G10071213,"月給 180000円 ～ 200000円","
交通費支給  社会保険完備  給食あり  皆勤手当  資格手当  育児休暇あり"
103041,,南浦和駅徒歩4分★来年度正規★残業や持ち帰りなし★小規模園★月給18万円～★昼食無料★G10071229,"月給 180000円 ～ 200000円","賞与・昇給あり
交通費支給  社会保険完備  賞与  昇給  給食あり  皆勤手当  資格手当  育児休暇あり"
